Client Name,Client Identifier,Scheme Category/Section Name,Scheme Category/Section Name Identifier,Unique Member Reference,Unique ID,Status of Member,Status of Registration,Year of Birth,Gender,Short Post Code of Member,Contract Start Date,Contract End Date,Original Date of Joining,Scheme Policy Joining Date,Registration Status,Lapse Date
Client_116 Ltd,CL-116,Corporate,SC-645,MBR-06293,UID-00006293,Active,Registered,1979,F,B18 8CQ,2017-05-12,2020-10-19,2016-04-12,2016-10-17,Registered,
Client_017 Ltd,CL-017,Corporate,SC-749,MBR-06294,UID-00006294,Active,Registered,1994,M,CF9 3NE,2023-08-26,2025-10-30,2013-06-13,2021-10-16,Registered,
Client_022 Ltd,CL-022,Corporate,SC-474,MBR-06295,UID-00006295,Active,Registered,1971,F,B10 8BW,2023-06-19,2025-10-30,2014-07-28,2020-09-24,Registered,
Client_059 Ltd,CL-059,Corporate,SC-819,MBR-06296,UID-00006296,Active,Registered,1980,F,M19 8CD,2018-12-25,2025-10-30,2007-03-04,2011-05-13,Registered,
Client_044 Ltd,CL-044,Corporate,SC-207,MBR-06297,UID-00006297,Active,Registered,1984,M,SW4 8YA,2022-03-13,2025-10-30,2012-07-29,2018-04-28,Registered,
Client_011 Ltd,CL-011,Corporate,SC-754,MBR-06298,UID-00006298,Lapsed,Cancelled,1978,M,WC8R 1WJ,2018-04-08,2025-10-30,2007-08-25,2015-01-14,Cancelled,2025-10-30
Client_042 Ltd,CL-042,Family,SC-365,MBR-06299,UID-00006299,Active,Registered,1984,F,B8 1OH,2016-10-27,2025-10-30,2011-10-29,2016-01-05,Registered,
Client_023 Ltd,CL-023,Corporate,SC-208,MBR-06300,UID-00006300,Active,Registered,1981,M,E10 7YQ,2022-11-04,2025-10-30,2016-04-26,2021-11-02,Registered,
Client_118 Ltd,CL-118,SME,SC-707,MBR-06301,UID-00006301,Active,Registered,1969,F,EH9 1YG,2020-11-23,2024-06-01,2012-04-21,2013-08-01,Registered,
Client_188 Ltd,CL-188,Family,SC-100,MBR-06302,UID-00006302,Active,Registered,1984,M,NW9 4QD,2015-11-23,2018-05-22,2003-07-15,2005-08-10,Registered,
Client_062 Ltd,CL-062,Corporate,SC-624,MBR-06303,UID-00006303,Active,Registered,1969,M,BT15 9SS,2024-01-04,2025-10-30,2010-10-13,2020-05-02,Registered,
Client_111 Ltd,CL-111,Family,SC-875,MBR-06304,UID-00006304,Active,Registered,1984,F,E9 3JO,2022-10-04,2025-06-12,2011-10-04,2013-12-02,Registered,
Client_054 Ltd,CL-054,Individual,SC-963,MBR-06305,UID-00006305,Active,Registered,1996,M,SW10 2DV,2020-03-08,2025-10-30,2018-12-03,2020-01-09,Registered,
Client_082 Ltd,CL-082,Corporate,SC-284,MBR-06306,UID-00006306,Active,Registered,1980,M,EC2Q 5HE,2019-06-19,2025-10-30,2016-01-17,2016-05-15,Registered,
Client_119 Ltd,CL-119,Individual,SC-885,MBR-06307,UID-00006307,Active,Registered,1971,M,WC3 6WM,2015-09-22,2021-09-04,2013-04-11,2015-04-20,Registered,
Client_109 Ltd,CL-109,Family,SC-558,MBR-06308,UID-00006308,Active,Registered,1981,M,G4 2FO,2015-11-18,2019-07-16,2004-09-12,2010-04-14,Registered,
Client_112 Ltd,CL-112,Individual,SC-384,MBR-06309,UID-00006309,Active,Registered,1974,F,G20S 1AH,2021-06-21,2025-10-30,2010-04-17,2020-01-18,Registered,
Client_013 Ltd,CL-013,Individual,SC-424,MBR-06310,UID-00006310,Active,Registered,1988,F,M8 8IG,2015-04-18,2020-10-12,2001-04-21,2013-03-21,Registered,
Client_068 Ltd,CL-068,Individual,SC-773,MBR-06311,UID-00006311,Active,Registered,1981,M,E12 8JA,2020-01-03,2021-06-24,2008-12-19,2018-08-18,Registered,
Client_107 Ltd,CL-107,Corporate,SC-563,MBR-06312,UID-00006312,Active,Registered,2000,F,L7 6CU,2020-05-20,2022-12-20,2007-07-05,2013-06-23,Registered,
Client_027 Ltd,CL-027,Corporate,SC-381,MBR-06313,UID-00006313,Active,Registered,1994,F,E7N 5DU,2019-11-08,2025-03-18,2017-09-22,2018-03-25,Registered,
Client_115 Ltd,CL-115,Family,SC-482,MBR-06314,UID-00006314,Active,Registered,1981,M,SE4 1UE,2024-10-20,2025-10-30,2017-08-04,2020-10-20,Registered,
Client_168 Ltd,CL-168,Corporate,SC-521,MBR-06315,UID-00006315,Active,Registered,1990,M,SW13E 4XM,2022-02-01,2024-05-19,2018-03-15,2018-11-27,Registered,
Client_074 Ltd,CL-074,Family,SC-457,MBR-06316,UID-00006316,Active,Registered,1979,F,EC2 6EF,2023-04-30,2025-10-30,2017-02-27,2021-01-11,Registered,
Client_092 Ltd,CL-092,Family,SC-977,MBR-06317,UID-00006317,Active,Registered,1983,F,SE10X 7ZO,2022-03-07,2025-10-30,2011-01-16,2016-04-02,Registered,
Client_085 Ltd,CL-085,Corporate,SC-695,MBR-06318,UID-00006318,Active,Registered,1979,F,WC12 9IV,2019-03-31,2024-02-21,2015-11-11,2016-08-13,Registered,
Client_116 Ltd,CL-116,Corporate,SC-766,MBR-06319,UID-00006319,Active,Registered,1990,F,E11 2DN,2015-08-26,2023-12-18,2006-01-21,2015-05-12,Registered,
Client_075 Ltd,CL-075,Corporate,SC-871,MBR-06320,UID-00006320,Active,Registered,1997,M,W11 5IX,2017-10-29,2025-03-12,2009-01-27,2009-05-26,Registered,
Client_084 Ltd,CL-084,Family,SC-718,MBR-06321,UID-00006321,Active,Registered,1990,F,E14 2RI,2021-07-11,2023-02-11,2016-05-28,2018-01-02,Registered,
Client_083 Ltd,CL-083,Family,SC-253,MBR-06322,UID-00006322,Active,Registered,1992,M,L11N 9EM,2024-04-16,2025-10-30,2023-01-12,2023-09-19,Registered,
Client_138 Ltd,CL-138,Family,SC-480,MBR-06323,UID-00006323,Active,Registered,1992,F,E20 9DI,2020-08-10,2023-01-01,2018-12-30,2019-04-23,Registered,
Client_015 Ltd,CL-015,Corporate,SC-118,MBR-06324,UID-00006324,Active,Registered,1988,M,B2H 3GL,2015-05-01,2017-12-15,2010-01-10,2012-08-11,Registered,
Client_045 Ltd,CL-045,Individual,SC-599,MBR-06325,UID-00006325,Active,Registered,1971,M,G19O 9BW,2023-06-08,2025-10-30,2009-03-18,2019-03-22,Registered,
Client_181 Ltd,CL-181,Individual,SC-539,MBR-06326,UID-00006326,Active,Registered,2000,M,EC11 3QQ,2015-11-09,2025-03-04,2005-07-02,2011-06-26,Registered,
Client_082 Ltd,CL-082,Family,SC-991,MBR-06327,UID-00006327,Active,Registered,2001,F,SW11S 6BP,2015-07-03,2025-01-18,2002-09-06,2013-02-19,Registered,
Client_007 Ltd,CL-007,Corporate,SC-294,MBR-06328,UID-00006328,Active,Registered,1980,M,SE19 8ZG,2018-06-15,2021-07-22,2003-07-13,2008-06-24,Registered,
Client_158 Ltd,CL-158,Individual,SC-332,MBR-06329,UID-00006329,Active,Registered,1979,M,G9 5EL,2017-06-07,2021-06-11,2011-10-11,2012-06-26,Registered,
Client_078 Ltd,CL-078,Individual,SC-586,MBR-06330,UID-00006330,Active,Registered,1989,M,N9 8PP,2019-11-29,2022-01-30,2008-06-15,2018-08-29,Registered,
Client_030 Ltd,CL-030,Corporate,SC-951,MBR-06331,UID-00006331,Active,Registered,1988,M,EH9L 7IZ,2017-02-07,2025-10-30,2015-09-24,2016-07-24,Registered,
Client_118 Ltd,CL-118,Family,SC-806,MBR-06332,UID-00006332,Active,Registered,1980,F,WC2 5ZB,2023-05-26,2025-10-30,2015-11-24,2020-01-21,Registered,
Client_155 Ltd,CL-155,Family,SC-917,MBR-06333,UID-00006333,Active,Registered,1970,F,NW14V 9QE,2015-11-26,2019-12-12,2006-11-23,2008-07-26,Registered,
Client_049 Ltd,CL-049,Corporate,SC-336,MBR-06334,UID-00006334,Active,Registered,1986,M,BS10 3XV,2021-11-23,2025-10-30,2008-01-21,2016-11-20,Registered,
Client_185 Ltd,CL-185,Individual,SC-525,MBR-06335,UID-00006335,Active,Registered,1988,M,BT12 4PO,2017-04-01,2020-05-01,2003-07-24,2011-12-26,Registered,
Client_192 Ltd,CL-192,Corporate,SC-395,MBR-06336,UID-00006336,Active,Registered,1990,F,WC18 5UZ,2017-11-08,2025-06-14,2006-07-04,2008-03-10,Registered,
Client_101 Ltd,CL-101,Individual,SC-967,MBR-06337,UID-00006337,Active,Registered,1986,M,BS1 3DA,2017-11-07,2024-07-15,2009-07-06,2011-10-09,Registered,
Client_191 Ltd,CL-191,Corporate,SC-892,MBR-06338,UID-00006338,Active,Registered,1980,M,M1 6IZ,2018-07-27,2024-05-20,2005-06-05,2007-07-08,Registered,
Client_176 Ltd,CL-176,Family,SC-306,MBR-06339,UID-00006339,Active,Registered,1992,M,G7 1CY,2015-05-07,2019-07-31,2010-02-20,2011-08-17,Registered,
Client_169 Ltd,CL-169,Corporate,SC-482,MBR-06340,UID-00006340,Active,Registered,1983,M,CF2 4EU,2024-04-02,2025-10-30,2014-02-12,2018-01-27,Registered,
Client_081 Ltd,CL-081,Corporate,SC-873,MBR-06341,UID-00006341,Active,Registered,1978,M,M15V 3ME,2023-12-30,2025-10-30,2020-08-17,2023-07-06,Registered,
Client_030 Ltd,CL-030,Corporate,SC-336,MBR-06342,UID-00006342,Active,Registered,1981,F,G4 5GD,2024-03-01,2025-10-30,2022-01-29,2022-11-25,Registered,
Client_003 Ltd,CL-003,Family,SC-607,MBR-06343,UID-00006343,Active,Registered,1965,F,BS2O 1UH,2017-10-17,2018-12-03,2003-08-18,2010-03-31,Registered,
Client_037 Ltd,CL-037,Corporate,SC-214,MBR-06344,UID-00006344,Active,Registered,1981,F,B8 9QI,2018-09-14,2023-06-21,2011-02-13,2013-08-25,Registered,
Client_030 Ltd,CL-030,Corporate,SC-285,MBR-06345,UID-00006345,Active,Registered,1989,M,M5 6EV,2019-10-09,2025-07-13,2010-12-23,2015-10-13,Registered,
Client_054 Ltd,CL-054,Corporate,SC-200,MBR-06346,UID-00006346,Active,Registered,1986,M,WC14S 5SN,2022-07-10,2025-10-30,2021-01-11,2021-06-09,Registered,
Client_113 Ltd,CL-113,Individual,SC-399,MBR-06347,UID-00006347,Active,Registered,1998,M,M11 5TW,2015-01-16,2020-03-18,2010-11-14,2012-08-14,Registered,
Client_086 Ltd,CL-086,Family,SC-503,MBR-06348,UID-00006348,Active,Registered,1980,F,G20 8XQ,2022-05-24,2024-02-22,2020-11-03,2022-04-15,Registered,
Client_100 Ltd,CL-100,Corporate,SC-349,MBR-06349,UID-00006349,Active,Registered,1987,F,W6 4XD,2021-10-20,2025-10-06,2007-06-12,2011-11-12,Registered,
Client_085 Ltd,CL-085,Family,SC-154,MBR-06350,UID-00006350,Lapsed,Cancelled,1990,F,EH10 3OX,2015-01-06,2022-02-11,2008-11-14,2009-04-22,Cancelled,2022-02-11
Client_135 Ltd,CL-135,Family,SC-611,MBR-06351,UID-00006351,Lapsed,Cancelled,2005,M,W17F 5AF,2021-05-17,2023-08-30,2014-05-29,2017-08-20,Cancelled,2023-08-30
Client_008 Ltd,CL-008,Individual,SC-161,MBR-06352,UID-00006352,Active,Registered,1984,M,EC20 7VE,2020-08-24,2023-07-03,2016-07-31,2017-08-29,Registered,
Client_086 Ltd,CL-086,Corporate,SC-764,MBR-06353,UID-00006353,Active,Registered,1972,M,EH13Q 5WA,2024-04-04,2025-10-30,2012-06-03,2017-08-22,Registered,
Client_063 Ltd,CL-063,Corporate,SC-984,MBR-06354,UID-00006354,Active,Registered,1991,F,M2P 6VL,2021-11-18,2025-10-30,2020-08-17,2021-08-22,Registered,
Client_191 Ltd,CL-191,Family,SC-159,MBR-06355,UID-00006355,Active,Registered,2001,F,W3P 4QC,2018-12-21,2025-10-30,2015-02-16,2018-05-21,Registered,
Client_192 Ltd,CL-192,Corporate,SC-722,MBR-06356,UID-00006356,Active,Registered,1979,F,W1 3WZ,2024-09-22,2025-10-30,2022-06-07,2024-07-01,Registered,
Client_158 Ltd,CL-158,Corporate,SC-436,MBR-06357,UID-00006357,Active,Registered,1991,F,E18 3BP,2019-07-22,2020-10-28,2017-12-24,2018-11-12,Registered,
Client_093 Ltd,CL-093,Individual,SC-643,MBR-06358,UID-00006358,Active,Registered,1995,M,B11 3ZQ,2024-11-06,2025-10-30,2017-01-12,2023-02-27,Registered,
Client_138 Ltd,CL-138,Corporate,SC-311,MBR-06359,UID-00006359,Active,Registered,1993,F,E15 7PP,2019-11-20,2025-10-30,2018-08-14,2019-01-07,Registered,
Client_197 Ltd,CL-197,Corporate,SC-925,MBR-06360,UID-00006360,Active,Registered,1984,F,M6H 6WI,2019-04-19,2021-10-05,2007-01-12,2019-01-09,Registered,
Client_049 Ltd,CL-049,Family,SC-121,MBR-06361,UID-00006361,Active,Registered,1976,M,EC8 8GX,2016-01-21,2022-11-27,2015-01-01,2015-11-06,Registered,
Client_121 Ltd,CL-121,Corporate,SC-363,MBR-06362,UID-00006362,Active,Registered,1982,M,E15 4TN,2019-04-05,2025-10-30,2016-09-22,2017-05-18,Registered,
Client_039 Ltd,CL-039,Individual,SC-275,MBR-06363,UID-00006363,Active,Registered,1987,M,N3 6DB,2017-01-31,2022-09-09,2006-12-07,2014-02-20,Registered,
Client_034 Ltd,CL-034,SME,SC-889,MBR-06364,UID-00006364,Lapsed,Cancelled,1992,M,SW5 8OY,2022-12-31,2025-10-30,2021-09-15,2022-03-03,Cancelled,2025-10-30
Client_102 Ltd,CL-102,Family,SC-869,MBR-06365,UID-00006365,Active,Registered,1986,M,N3X 5WQ,2024-02-26,2025-10-30,2009-08-27,2016-06-24,Registered,
Client_010 Ltd,CL-010,Family,SC-652,MBR-06366,UID-00006366,Active,Registered,1979,F,BS19 7ZK,2023-12-11,2025-01-10,2017-04-10,2020-08-14,Registered,
Client_009 Ltd,CL-009,Family,SC-501,MBR-06367,UID-00006367,Active,Registered,1988,M,EC16O 8HD,2021-04-04,2025-10-30,2012-07-12,2015-11-16,Registered,
Client_188 Ltd,CL-188,Individual,SC-322,MBR-06368,UID-00006368,Active,Registered,1991,M,SW12U 9GC,2023-02-21,2025-10-30,2017-04-17,2017-05-07,Registered,
Client_096 Ltd,CL-096,Corporate,SC-252,MBR-06369,UID-00006369,Active,Registered,1986,M,BT8V 6BP,2021-11-23,2025-10-30,2014-01-19,2014-10-10,Registered,
Client_133 Ltd,CL-133,Family,SC-345,MBR-06370,UID-00006370,Active,Registered,1974,F,EC8 4DE,2023-09-10,2025-10-30,2018-03-13,2022-05-12,Registered,
Client_163 Ltd,CL-163,Individual,SC-167,MBR-06371,UID-00006371,Active,Registered,1981,F,EH7 5CX,2018-06-20,2022-03-17,2011-07-20,2016-08-01,Registered,
Client_139 Ltd,CL-139,Individual,SC-150,MBR-06372,UID-00006372,Active,Registered,1992,M,B17 3VW,2023-05-23,2025-10-30,2019-10-15,2020-09-19,Registered,
Client_042 Ltd,CL-042,Corporate,SC-281,MBR-06373,UID-00006373,Active,Registered,1969,F,BT12 1QE,2015-08-03,2018-08-08,2007-04-15,2015-03-11,Registered,
Client_080 Ltd,CL-080,Individual,SC-513,MBR-06374,UID-00006374,Active,Registered,1962,F,CF18 1TB,2023-01-25,2025-10-30,2017-08-31,2018-05-28,Registered,
Client_091 Ltd,CL-091,Corporate,SC-467,MBR-06375,UID-00006375,Active,Registered,1998,M,EH5U 8CF,2020-10-25,2025-10-30,2009-08-06,2011-03-17,Registered,
Client_148 Ltd,CL-148,Family,SC-804,MBR-06376,UID-00006376,Active,Registered,1988,M,W17 5LF,2021-08-28,2024-06-30,2007-04-26,2019-07-26,Registered,
Client_179 Ltd,CL-179,SME,SC-427,MBR-06377,UID-00006377,Active,Registered,1989,F,WC20 6SN,2023-03-14,2025-10-30,2014-12-18,2017-07-17,Registered,
Client_001 Ltd,CL-001,Family,SC-609,MBR-06378,UID-00006378,Active,Registered,1972,F,NW5D 6ZT,2020-12-08,2025-10-30,2005-12-14,2010-03-30,Registered,
Client_011 Ltd,CL-011,Individual,SC-388,MBR-06379,UID-00006379,Active,Registered,1990,F,BT12O 8ZT,2020-01-12,2025-10-30,2010-05-06,2018-11-07,Registered,
Client_061 Ltd,CL-061,Individual,SC-588,MBR-06380,UID-00006380,Active,Registered,1985,F,SW7A 9QR,2024-12-02,2025-10-30,2011-12-25,2016-09-01,Registered,
Client_079 Ltd,CL-079,Individual,SC-370,MBR-06381,UID-00006381,Active,Registered,1967,F,NW14 5CO,2019-04-14,2021-11-14,2006-11-05,2007-12-16,Registered,
Client_167 Ltd,CL-167,SME,SC-799,MBR-06382,UID-00006382,Active,Registered,1997,F,L1L 2HA,2020-04-26,2021-11-19,2005-07-17,2016-06-30,Registered,
Client_104 Ltd,CL-104,Corporate,SC-398,MBR-06383,UID-00006383,Active,Registered,1984,M,NW15 9NP,2022-08-23,2025-10-30,2009-10-04,2012-02-05,Registered,
Client_048 Ltd,CL-048,Corporate,SC-717,MBR-06384,UID-00006384,Active,Registered,1979,M,G17 8KK,2015-05-25,2025-01-16,2012-03-06,2015-05-03,Registered,
Client_082 Ltd,CL-082,Family,SC-304,MBR-06385,UID-00006385,Active,Registered,1979,M,L1 2JK,2020-06-27,2025-10-28,2016-09-21,2020-03-03,Registered,
Client_028 Ltd,CL-028,SME,SC-505,MBR-06386,UID-00006386,Active,Registered,1962,F,NW10 8FH,2018-01-21,2019-02-15,2004-01-04,2008-08-20,Registered,
Client_089 Ltd,CL-089,Family,SC-502,MBR-06387,UID-00006387,Active,Registered,1988,F,BS14 7EO,2021-12-07,2025-10-30,2015-11-14,2017-01-01,Registered,
Client_075 Ltd,CL-075,Individual,SC-602,MBR-06388,UID-00006388,Active,Registered,1985,F,N17 6DR,2017-04-16,2019-09-08,2013-03-02,2014-05-07,Registered,
Client_080 Ltd,CL-080,Individual,SC-333,MBR-06389,UID-00006389,Active,Registered,1981,M,W10 3BJ,2016-05-19,2023-06-13,2002-06-14,2013-11-07,Registered,
Client_036 Ltd,CL-036,Family,SC-433,MBR-06390,UID-00006390,Active,Registered,1995,F,WC18Y 6BV,2018-09-07,2023-05-31,2015-10-02,2018-09-02,Registered,
Client_087 Ltd,CL-087,Family,SC-247,MBR-06391,UID-00006391,Active,Registered,1969,M,M13S 7IV,2019-11-17,2025-10-30,2007-11-05,2017-07-01,Registered,
Client_070 Ltd,CL-070,Family,SC-201,MBR-06392,UID-00006392,Active,Registered,1977,M,EC10 4SJ,2018-01-03,2024-07-15,2005-11-06,2010-10-01,Registered,
Client_107 Ltd,CL-107,Corporate,SC-509,MBR-06393,UID-00006393,Active,Registered,1974,F,W14 7OI,2016-04-07,2023-12-09,2004-07-26,2005-02-04,Registered,
Client_190 Ltd,CL-190,Individual,SC-116,MBR-06394,UID-00006394,Active,Registered,1980,F,NW15 9VW,2021-01-07,2022-08-05,2008-04-06,2010-06-13,Registered,
Client_106 Ltd,CL-106,Corporate,SC-632,MBR-06395,UID-00006395,Active,Registered,1983,B,CF19 6RK,2023-10-12,2025-10-30,2020-09-06,2023-08-28,Registered,
Client_070 Ltd,CL-070,SME,SC-353,MBR-06396,UID-00006396,Active,Registered,1987,M,BT9 2BM,2023-03-06,2025-10-30,2019-03-02,2019-12-10,Registered,
Client_010 Ltd,CL-010,Corporate,SC-405,MBR-06397,UID-00006397,Active,Registered,1979,M,CF15 7JC,2018-04-28,2021-08-08,2013-04-19,2018-01-13,Registered,
Client_005 Ltd,CL-005,Corporate,SC-147,MBR-06398,UID-00006398,Active,Registered,1974,M,BT20V 8RT,2023-07-03,2025-05-14,2012-12-05,2014-01-01,Registered,
Client_028 Ltd,CL-028,Corporate,SC-270,MBR-06399,UID-00006399,Active,Registered,1999,M,L7 1CF,2024-05-22,2025-10-30,2018-10-02,2023-03-22,Registered,
Client_059 Ltd,CL-059,Individual,SC-953,MBR-06400,UID-00006400,Active,Registered,2005,F,M19E 7XI,2023-09-12,2025-07-29,2016-08-09,2016-09-05,Registered,
Client_137 Ltd,CL-137,Corporate,SC-619,MBR-06401,UID-00006401,Active,Registered,1984,F,G20 3IH,2016-01-04,2025-10-30,2010-12-24,2012-05-14,Registered,
Client_167 Ltd,CL-167,Individual,SC-706,MBR-06402,UID-00006402,Active,Registered,1975,F,BT18R 1JB,2024-12-13,2025-10-30,2020-09-11,2023-05-26,Registered,
Client_092 Ltd,CL-092,Corporate,SC-567,MBR-06403,UID-00006403,Active,Registered,1997,M,EH19O 2ZQ,2015-06-21,2024-12-29,2009-04-20,2014-08-09,Registered,
Client_062 Ltd,CL-062,Family,SC-924,MBR-06404,UID-00006404,Active,Registered,1968,F,BT12 3NW,2023-08-08,2025-10-30,2010-07-29,2017-06-08,Registered,
Client_089 Ltd,CL-089,Corporate,SC-386,MBR-06405,UID-00006405,Active,Registered,1979,M,E2 4VX,2016-12-20,2020-12-09,2003-09-20,2006-05-31,Registered,
Client_107 Ltd,CL-107,Corporate,SC-899,MBR-06406,UID-00006406,Active,Registered,1976,F,N16 6YP,2021-10-22,2025-08-23,2020-05-09,2020-07-23,Registered,
Client_038 Ltd,CL-038,Corporate,SC-103,MBR-06407,UID-00006407,Active,Registered,1971,M,W5 8FC,2024-04-16,2025-10-30,2013-05-14,2016-09-20,Registered,
Client_152 Ltd,CL-152,Family,SC-732,MBR-06408,UID-00006408,Active,Registered,1980,M,E8U 6OV,2022-03-02,2025-10-30,2014-07-28,2017-12-03,Registered,
Client_192 Ltd,CL-192,Corporate,SC-316,MBR-06409,UID-00006409,Active,Registered,1974,M,G19J 3WJ,2018-02-17,2021-06-30,2003-08-14,2004-08-20,Registered,
Client_121 Ltd,CL-121,Corporate,SC-883,MBR-06410,UID-00006410,Active,Registered,1983,F,N11 7AA,2016-11-13,2019-06-24,2006-03-21,2015-07-05,Registered,
Client_171 Ltd,CL-171,Corporate,SC-958,MBR-06411,UID-00006411,Active,Registered,1983,M,SW11 9GN,2015-04-21,2022-03-02,2001-09-17,2008-03-20,Registered,
Client_110 Ltd,CL-110,Corporate,SC-802,MBR-06412,UID-00006412,Active,Registered,1976,M,NW7L 2HU,2019-05-16,2022-03-23,2010-09-09,2017-04-19,Registered,
Client_144 Ltd,CL-144,Individual,SC-699,MBR-06413,UID-00006413,Active,Registered,1979,F,BS11 3SQ,2024-02-10,2025-10-30,2010-08-25,2020-10-14,Registered,
Client_066 Ltd,CL-066,Corporate,SC-308,MBR-06414,UID-00006414,Active,Registered,1980,M,L14 9IT,2018-12-16,2021-10-15,2015-08-11,2018-11-25,Registered,
Client_066 Ltd,CL-066,Family,SC-372,MBR-06415,UID-00006415,Active,Registered,1991,M,BT15 1XP,2015-06-05,2023-06-26,2011-11-24,2012-03-29,Registered,
Client_197 Ltd,CL-197,Individual,SC-727,MBR-06416,UID-00006416,Active,Registered,1981,M,NW14S 5MD,2023-12-01,2025-10-30,2009-10-07,2021-05-16,Registered,
Client_046 Ltd,CL-046,Family,SC-807,MBR-06417,UID-00006417,Active,Registered,1991,M,M8R 1BZ,2022-02-13,2025-10-30,2016-07-01,2017-01-09,Registered,
Client_149 Ltd,CL-149,Corporate,SC-996,MBR-06418,UID-00006418,Active,Registered,1988,F,M19Y 8JJ,2016-12-13,2022-04-21,2011-01-02,2012-04-14,Registered,
Client_060 Ltd,CL-060,Family,SC-804,MBR-06419,UID-00006419,Active,Registered,1988,F,EC13 2VX,2023-04-21,2025-10-30,2016-03-11,2019-08-28,Registered,
Client_138 Ltd,CL-138,Individual,SC-500,MBR-06420,UID-00006420,Active,Registered,1996,M,BS8 8NF,2024-12-12,2025-10-30,2022-10-22,2022-12-17,Registered,
Client_146 Ltd,CL-146,Family,SC-386,MBR-06421,UID-00006421,Active,Registered,1971,F,SE12 8ZJ,2024-01-22,2025-10-30,2021-02-07,2022-09-06,Registered,
Client_090 Ltd,CL-090,Family,SC-586,MBR-06422,UID-00006422,Active,Registered,1978,M,SW11O 9NN,2020-02-25,2025-10-30,2011-06-03,2012-08-08,Registered,
Client_169 Ltd,CL-169,Corporate,SC-924,MBR-06423,UID-00006423,Active,Registered,2000,M,W17U 8JC,2024-08-17,2025-10-30,2010-03-29,2015-12-22,Registered,
Client_164 Ltd,CL-164,Corporate,SC-908,MBR-06424,UID-00006424,Active,Registered,1980,M,M6 6HU,2019-03-07,2025-03-26,2004-05-23,2010-10-22,Registered,
Client_113 Ltd,CL-113,SME,SC-713,MBR-06425,UID-00006425,Active,Registered,1954,M,SE9W 9QP,2024-04-19,2025-10-30,2022-12-19,2023-10-18,Registered,
Client_085 Ltd,CL-085,Individual,SC-301,MBR-06426,UID-00006426,Active,Registered,1980,M,N14L 3CU,2024-06-10,2025-10-30,2014-05-21,2020-08-20,Registered,
Client_066 Ltd,CL-066,Corporate,SC-472,MBR-06427,UID-00006427,Active,Registered,1984,F,N5J 9FD,2022-12-06,2025-10-30,2012-04-22,2019-01-19,Registered,
Client_046 Ltd,CL-046,Corporate,SC-324,MBR-06428,UID-00006428,Active,Registered,1956,F,L19 1OW,2019-12-23,2023-11-22,2015-01-03,2017-09-12,Registered,
Client_118 Ltd,CL-118,Corporate,SC-735,MBR-06429,UID-00006429,Active,Registered,1996,M,W7 3VW,2016-05-17,2020-11-15,2015-03-19,2016-01-07,Registered,
Client_151 Ltd,CL-151,SME,SC-827,MBR-06430,UID-00006430,Lapsed,Cancelled,1975,F,SW10 9IY,2019-08-17,2025-10-30,2010-07-11,2017-04-06,Cancelled,2025-10-30
Client_167 Ltd,CL-167,Family,SC-928,MBR-06431,UID-00006431,Active,Registered,1986,F,G14 8CL,2020-03-13,2021-05-16,2007-09-26,2015-03-01,Registered,
Client_095 Ltd,CL-095,Individual,SC-987,MBR-06432,UID-00006432,Pending,Pending,1980,F,M4 8UW,2016-04-01,2025-08-02,2012-10-17,2014-04-24,Pending,
Client_004 Ltd,CL-004,Family,SC-444,MBR-06433,UID-00006433,Active,Registered,1970,F,BS13N 7RS,2021-09-20,2025-10-30,2008-11-13,2012-11-14,Registered,
Client_169 Ltd,CL-169,Individual,SC-988,MBR-06434,UID-00006434,Active,Registered,1972,M,WC19E 7VX,2016-11-22,2018-10-23,2013-03-29,2014-10-05,Registered,
Client_003 Ltd,CL-003,Corporate,SC-498,MBR-06435,UID-00006435,Active,Registered,1973,F,B12 7PZ,2017-10-15,2020-06-11,2009-09-24,2012-09-29,Registered,
Client_181 Ltd,CL-181,Family,SC-267,MBR-06436,UID-00006436,Active,Registered,1993,F,BT13 8XN,2023-08-26,2025-10-30,2020-06-30,2020-10-15,Registered,
Client_120 Ltd,CL-120,Corporate,SC-919,MBR-06437,UID-00006437,Active,Registered,1981,F,BS13 8MB,2018-02-02,2024-06-14,2014-04-20,2015-05-11,Registered,
Client_074 Ltd,CL-074,SME,SC-207,MBR-06438,UID-00006438,Active,Registered,1977,M,G5Y 6UE,2019-05-28,2025-02-05,2013-11-17,2013-11-23,Registered,
Client_106 Ltd,CL-106,Corporate,SC-859,MBR-06439,UID-00006439,Active,Registered,1973,M,CF10 6FC,2024-08-30,2025-10-30,2020-03-19,2022-07-19,Registered,
Client_096 Ltd,CL-096,Family,SC-432,MBR-06440,UID-00006440,Active,Registered,1994,F,EH12V 9QP,2023-01-10,2025-10-30,2011-09-23,2022-06-27,Registered,
